,N_elements,Rank,Score,Items,Price,close_price_eth
136,4198,4632,62.3671,2,60.0,3319.25732421875
137,4198,4632,62.3671,2,0.0,2466.96142578125
138,4198,4632,62.3671,2,8.49,1814.10986328125
139,4198,4632,62.3671,2,21.0,3490.88037109375
141,4797,731,146.0171,2,28.5,1935.60107421875
142,4797,731,146.0171,2,80.5,3224.915283203125
143,4797,731,146.0171,2,59.59,3319.25732421875
144,4797,731,146.0171,2,22.0,1492.6087646484375
145,4797,731,146.0171,2,22.0,1826.1949462890625
146,4797,731,146.0171,2,20.0,1654.7415771484375
147,4797,731,146.0171,2,20.0,1564.7076416015625
148,4797,731,146.0171,2,25.15,1564.7076416015625
150,4797,731,146.0171,2,8.25,1660.9095458984375
153,5210,4005,63.4559,2,53.0,3319.25732421875
154,5210,4005,63.4559,2,0.0,3270.278076171875
156,6623,5306,59.318,2,2.5,364.8392028808594
158,6623,5306,59.318,2,1.95,377.2688598632813
160,6623,5306,59.318,2,24.97,2072.10888671875
161,6623,5306,59.318,2,2.7,349.3555908203125
162,6623,5306,59.318,2,0.3,211.48497009277344
164,7306,9127,45.8101,2,1.95,208.86343383789065
165,7306,9127,45.8101,2,7.5,355.159423828125
166,7306,9127,45.8101,2,8.0,1594.7626953125
167,7306,9127,45.8101,2,1.5,201.90231323242188
168,7306,9127,45.8101,2,10.25,1814.10986328125
170,7633,5066,59.78,2,2.5,371.0528259277344
171,7633,5066,59.78,2,16.0,2093.122802734375
172,7633,5066,59.78,2,2.9,355.48809814453125
173,7633,5066,59.78,2,21.6,1817.6241455078125
174,7633,5066,59.78,2,13.97,1937.44921875
175,7633,5066,59.78,2,21.5,1782.8551025390625
176,7633,5066,59.78,2,22.88,2746.380126953125
177,7633,5066,59.78,2,24.99,1595.3592529296875
181,8083,7072,52.494,2,35.0,2536.2099609375
183,8083,7072,52.494,2,39.9,2561.85205078125
184,8083,7072,52.494,2,48.0,2827.328857421875
186,8091,6280,54.8952,2,1.9,377.2688598632813
187,8091,6280,54.8952,2,0.59,135.06936645507812
188,8091,6280,54.8952,2,19.99,2299.187744140625
189,8091,6280,54.8952,2,48.0,3286.935302734375
190,8091,6280,54.8952,2,64.0,3319.25732421875
191,8091,6280,54.8952,2,41.0,2827.328857421875
193,8091,6280,54.8952,2,1.25,374.6955871582031
195,8091,6280,54.8952,2,82.0,3270.278076171875
196,8091,6280,54.8952,2,4.2,1100.006103515625
197,8091,6280,54.8952,2,0.3,229.1192169189453
199,8475,8687,47.8441,2,43.85,3167.856201171875
200,8475,8687,47.8441,2,39.35,3167.856201171875
201,8475,8687,47.8441,2,4.98,1253.1871337890625
202,8475,8687,47.8441,2,85.0,3285.51171875
203,8475,8687,47.8441,2,16.68,1935.60107421875
204,8475,8687,47.8441,2,13.68,1935.60107421875
205,8475,8687,47.8441,2,35.55,2724.619873046875
206,8475,8687,47.8441,2,67.9,3319.25732421875
207,8475,8687,47.8441,2,53.9,3319.25732421875
208,8475,8687,47.8441,2,5.98,1783.7979736328125
210,8696,3005,71.5193,2,10.0,353.2059020996094
211,8696,3005,71.5193,2,6.0,237.21905517578125
212,8696,3005,71.5193,2,64.0,1960.164794921875
213,8696,3005,71.5193,2,60.0,1960.164794921875
214,8696,3005,71.5193,2,12.49,626.4107055664062
215,8696,3005,71.5193,2,15.0,349.3555908203125
216,8696,3005,71.5193,2,16.0,1768.0350341796875
217,8696,3005,71.5193,2,15.0,1357.05810546875
218,8696,3005,71.5193,2,6.66,1257.279541015625
221,8702,7794,50.0555,2,56.0,3319.25732421875
223,8812,2775,72.5205,2,0.0,3834.828125
227,9658,7304,51.8542,2,15.0,1919.5340576171875
228,9658,7304,51.8542,2,14.98,1848.458251953125
229,9658,7304,51.8542,2,2.56,201.90231323242188
230,9658,7304,51.8542,2,12.66,1779.791015625
231,9913,2565,77.5395,2,0.0,3834.828125
233,9913,2565,77.5395,2,88.95,3270.600830078125
234,9913,2565,77.5395,2,3.34,355.159423828125
235,9913,2565,77.5395,2,14.0,2107.88720703125
236,9913,2565,77.5395,2,55.0,3319.25732421875
237,9913,2565,77.5395,2,80.0,3100.325439453125
238,9913,2565,77.5395,2,53.0,3242.115478515625
239,9913,2565,77.5395,2,49.0,2890.941650390625
242,608,1398,101.7571,2,45.0,3715.1484375
243,608,1398,101.7571,2,35.0,2299.187744140625
244,608,1398,101.7571,2,39.99,2435.10498046875
246,628,7794,50.0555,2,29.99,1823.4493408203125
247,628,7794,50.0555,2,12.0,1768.0350341796875
253,1000,9127,45.8101,2,44.9,2724.619873046875
254,1000,9127,45.8101,2,9.99,353.3622741699219
262,1392,3643,64.4091,2,4.99,355.159423828125
263,1392,3643,64.4091,2,0.0,2466.96142578125
264,1392,3643,64.4091,2,21.99,1416.0489501953125
265,1392,3643,64.4091,2,20.0,1416.0489501953125
266,1392,3643,64.4091,2,1.2,365.5700073242188
270,1476,3139,70.4927,2,56.99,2827.328857421875
271,1476,3139,70.4927,2,79.99,3172.456298828125
273,2142,6195,55.4022,2,0.0,3227.002685546875
277,2373,1437,100.733,2,2.49,201.90231323242188
278,2373,1437,100.733,2,0.41,294.9102783203125
284,2584,7072,52.494,2,1.5,377.2688598632813
285,2584,7072,52.494,2,2.95,355.48809814453125
286,2584,7072,52.494,2,0.0,346.5220947265625
287,2584,7072,52.494,2,0.0,2146.6923828125
288,2584,7072,52.494,2,2.0,321.1163024902344
290,2599,7072,52.494,2,0.01,352.5790100097656
291,2599,7072,52.494,2,3.5,355.159423828125
292,2599,7072,52.494,2,20.75,3522.783203125
293,2599,7072,52.494,2,2.3,349.3555908203125
294,2599,7072,52.494,2,3.0,352.1832580566406
296,2778,7072,52.494,2,25.0,1781.992919921875
300,2832,3081,71.298,2,7.25,1332.4921875
301,2832,3081,71.298,2,23.0,2237.136962890625
302,2832,3081,71.298,2,17.0,1935.60107421875
303,2832,3081,71.298,2,0.95,188.5995635986328
304,2832,3081,71.298,2,21.0,1678.650146484375
305,2832,3081,71.298,2,19.0,1691.333984375
306,2832,3081,71.298,2,25.99,2466.96142578125
307,2832,3081,71.298,2,1.0,391.3844909667969
308,2832,3081,71.298,2,24.99,1654.7415771484375
310,2853,2888,71.8474,2,28.0,1626.57568359375
313,3022,4775,61.9858,2,47.0,1826.1949462890625
319,3854,1437,100.733,2,0.5,172.65321350097656
321,3854,1437,100.733,2,68.0,2890.941650390625
322,3854,1437,100.733,2,57.78,2890.941650390625
323,3854,1437,100.733,2,24.0,1880.3829345703125
324,3854,1437,100.733,2,1.25,213.4511108398437
326,3920,4204,63.3422,2,87.95,3270.600830078125
327,3920,4204,63.3422,2,16.5,1691.35595703125
328,3920,4204,63.3422,2,0.0,2466.96142578125
330,4078,4204,63.3422,2,10.0,1814.10986328125
333,4164,3503,65.4884,2,27.0,1791.7022705078125
335,4187,7304,51.8542,2,78.0,3319.25732421875
336,4187,7304,51.8542,2,64.99,3319.25732421875
337,4187,7304,51.8542,2,24.0,2746.380126953125
338,4187,7304,51.8542,2,25.0,1854.5643310546875
341,4194,698,148.5247,2,10.0,1805.0841064453125
343,4273,4632,62.3671,2,13.99,3715.1484375
344,4273,4632,62.3671,2,35.0,2827.328857421875
345,4273,4632,62.3671,2,52.55,3242.115478515625
346,4273,4632,62.3671,2,48.55,2890.941650390625
349,4347,4930,61.0982,2,45.0,1935.60107421875
352,4599,5306,59.318,2,59.0,2561.85205078125
353,4599,5306,59.318,2,30.0,2079.657470703125
354,4599,5306,59.318,2,80.0,3014.845947265625
355,4599,5306,59.318,2,40.0,2233.36669921875
356,4599,5306,59.318,2,22.0,2372.001953125
357,4599,5306,59.318,2,15.0,2714.9453125
360,4624,6436,54.763,2,1.6,377.2688598632813
361,4624,6436,54.763,2,33.0,2299.187744140625
362,4624,6436,54.763,2,28.0,2072.10888671875
363,4624,6436,54.763,2,18.0,1935.60107421875
364,4624,6436,54.763,2,2.2,349.3555908203125
365,4624,6436,54.763,2,2.99,352.1832580566406
370,4681,2304,79.0774,2,23.0,2315.161865234375
371,4681,2304,79.0774,2,63.0,3013.732666015625
373,4956,7545,50.9701,2,6.0,1281.0772705078125
374,4956,7545,50.9701,2,5.0,368.8559265136719
376,5070,8687,47.8441,2,13.75,2093.122802734375
377,5070,8687,47.8441,2,15.4,2107.88720703125
378,5070,8687,47.8441,2,54.8,3286.935302734375
379,5070,8687,47.8441,2,8.35,1779.791015625
380,5070,8687,47.8441,2,6.0,1814.10986328125
381,5070,8687,47.8441,2,29.0,2643.591064453125
382,5070,8687,47.8441,2,60.1,3226.083984375
384,5202,6436,54.763,2,0.0,2466.96142578125
385,5202,6436,54.763,2,43.75,3020.08984375
386,5202,6436,54.763,2,16.6,4168.701171875
390,5371,9464,38.252,2,59.89,3319.25732421875
391,5371,9464,38.252,2,50.0,2890.941650390625
393,5375,2161,81.8362,2,1.5,212.28941345214844
395,5558,2665,76.6857,2,4.0,634.8541870117188
396,5558,2665,76.6857,2,4.5,1090.1453857421875
398,5579,8278,49.7292,2,0.5,135.06936645507812
400,5579,8278,49.7292,2,5.25,355.159423828125
401,5579,8278,49.7292,2,24.88,1781.992919921875
402,5579,8278,49.7292,2,5.69,359.9378662109375
403,5579,8278,49.7292,2,0.25,178.34735107421875
405,5997,8909,47.3371,2,14.5,3715.1484375
406,5997,8909,47.3371,2,14.5,2246.364501953125
410,6076,8278,49.7292,2,0.0,2466.96142578125
416,6131,3720,63.7399,2,22.0,1691.333984375
417,6131,3720,63.7399,2,24.0,1570.2039794921875
418,6131,3720,63.7399,2,59.0,3319.25732421875
422,6288,3139,70.4927,2,15.99,1130.7393798828125
423,6288,3139,70.4927,2,14.0,1225.6781005859375
425,6557,2161,81.8362,2,4.99,364.8392028808594
427,6557,2161,81.8362,2,2.95,368.1018981933594
429,6557,2161,81.8362,2,0.66,168.11073303222656
430,6557,2161,81.8362,2,0.35,173.7512664794922
431,6557,2161,81.8362,2,1.3,265.4061279296875
434,6635,7072,52.494,2,20.0,3952.2939453125
436,6635,7072,52.494,2,80.0,3172.456298828125
437,6635,7072,52.494,2,17.99,3282.397705078125
442,6652,8278,49.7292,2,14.0,2633.518310546875
443,6652,8278,49.7292,2,14.69,2231.733154296875
445,6652,8278,49.7292,2,16.75,1813.21728515625
450,6791,6280,54.8952,2,39.99,2827.328857421875
451,6791,6280,54.8952,2,23.49,2380.956787109375
458,7090,3256,67.3381,2,45.0,2466.96142578125
460,7146,7304,51.8542,2,20.02,1533.2750244140625
463,7408,5768,55.7841,2,37.99,2561.85205078125
464,7408,5768,55.7841,2,34.99,2561.85205078125
465,7408,5768,55.7841,2,16.0,2178.4990234375
466,7408,5768,55.7841,2,18.5,2324.679443359375
471,7554,2565,77.5395,2,0.45,172.65321350097656
472,7554,2565,77.5395,2,4.87,355.159423828125
473,7554,2565,77.5395,2,5.49,1614.227783203125
474,7554,2565,77.5395,2,71.0,3319.25732421875
475,7554,2565,77.5395,2,47.5,2827.328857421875
476,7554,2565,77.5395,2,5.49,359.75738525390625
477,7554,2565,77.5395,2,27.0,2435.10498046875
481,7750,3643,64.4091,2,86.66,3270.600830078125
482,7750,3643,64.4091,2,19.25,1848.458251953125
483,7750,3643,64.4091,2,66.6,3319.25732421875
484,7750,3643,64.4091,2,0.75,136.19589233398438
485,7750,3643,64.4091,2,0.2,138.76144409179688
486,7750,3643,64.4091,2,0.85,172.64173889160156
487,7750,3643,64.4091,2,0.7000000000000001,165.10194396972656
489,7835,6920,52.6608,2,19.49,1723.15380859375
490,7835,6920,52.6608,2,64.95,3319.25732421875
491,7835,6920,52.6608,2,28.0,2466.96142578125
492,7835,6920,52.6608,2,4.0,1218.4530029296875
493,7835,6920,52.6608,2,4.2,1230.9906005859375
494,7835,6920,52.6608,2,0.3,123.26021575927734
496,7930,657,151.1546,2,0.6900000000000001,135.06936645507812
497,7930,657,151.1546,2,1.29,229.07411193847656
501,8176,4005,63.4559,2,66.67,3319.25732421875
502,8176,4005,63.4559,2,19.25,2166.188720703125
503,8176,4005,63.4559,2,77.88,3100.325439453125
506,8481,9464,38.252,2,44.88,2502.349609375
507,8481,9464,38.252,2,27.0,2466.96142578125
508,8481,9464,38.252,2,26.99,2364.751708984375
509,8481,9464,38.252,2,25.0,2431.946533203125
510,8481,9464,38.252,2,67.89,3141.691162109375
511,8481,9464,38.252,2,26.0,2233.36669921875
512,8481,9464,38.252,2,22.88,2146.6923828125
513,8481,9464,38.252,2,19.0,2295.70556640625
515,8575,423,189.3023,2,9.5,1805.0841064453125
516,8575,423,189.3023,2,15.75,1781.0675048828125
518,8681,5768,55.7841,2,1.0,207.169189453125
519,8681,5768,55.7841,2,1.0,247.4449462890625
521,9017,7304,51.8542,2,24.0,2166.188720703125
524,9138,2464,77.9791,2,2.77,341.7860717773437
525,9138,2464,77.9791,2,0.55,135.06936645507812
526,9138,2464,77.9791,2,24.99,1791.7022705078125
527,9138,2464,77.9791,2,0.98,200.6771240234375
528,9138,2464,77.9791,2,0.25,178.34735107421875
531,9200,4332,63.118,2,0.0,2466.96142578125
532,9200,4332,63.118,2,0.0,2466.96142578125
533,9200,4332,63.118,2,19.98,1911.1756591796875
534,9200,4332,63.118,2,19.48,1940.083984375
535,9200,4332,63.118,2,19.0,2036.7210693359373
536,9200,4332,63.118,2,21.15,2191.373779296875
538,9260,3720,63.7399,2,2.95,355.48809814453125
539,9260,3720,63.7399,2,21.0,2139.353271484375
540,9260,3720,63.7399,2,24.2,2519.1162109375
541,9260,3720,63.7399,2,2.3,349.3555908203125
542,9260,3720,63.7399,2,2.89,352.1832580566406
545,9322,8466,48.2867,2,27.0,2157.656982421875
548,9322,8466,48.2867,2,25.0,2072.10888671875
550,9322,8466,48.2867,2,12.8,1960.164794921875
551,9322,8466,48.2867,2,8.88,1805.0841064453125
552,9322,8466,48.2867,2,24.5,1812.6346435546875
553,9322,8466,48.2867,2,5.6,1744.243408203125
554,9322,8466,48.2867,2,5.39,751.6189575195312
558,9380,8687,47.8441,2,56.9,2890.941650390625
563,9416,2212,81.3182,2,69.69,2890.941650390625
566,9456,4930,61.0982,2,16.5,1971.0772705078125
568,9647,7794,50.0555,2,0.0,2466.96142578125
569,9647,7794,50.0555,2,3.3,654.8119506835938
570,9647,7794,50.0555,2,3.5,603.8977661132812
573,9767,8278,49.7292,2,16.5,1935.60107421875
574,9767,8278,49.7292,2,0.61,185.912841796875
575,9767,8278,49.7292,2,35.3,2561.85205078125
576,9767,8278,49.7292,2,55.0,3286.935302734375
577,9767,8278,49.7292,2,47.95,2724.619873046875
578,9767,8278,49.7292,2,55.99,3141.691162109375
579,9767,8278,49.7292,2,59.48,2890.941650390625
580,3334,4005,63.4559,2,19.0,3952.2939453125
581,3334,4005,63.4559,2,10.08,1779.791015625
582,3334,4005,63.4559,2,29.49,3902.647705078125
583,3441,328,256.3506,2,80.0,3952.2939453125
584,3441,328,256.3506,2,30.0,1960.164794921875
585,3441,328,256.3506,2,24.99,1805.0841064453125
586,3441,328,256.3506,2,80.0,2036.7210693359373
587,3441,328,256.3506,2,18.0,350.7661437988281
588,3441,328,256.3506,2,7.12,611.607177734375
589,3795,4632,62.3671,2,62.0,3952.2939453125
591,3795,4632,62.3671,2,54.0,1678.650146484375
592,3795,4632,62.3671,2,66.77,2189.21875
593,3795,4632,62.3671,2,75.0,2363.586181640625
594,3982,8909,47.3371,2,31.5,3952.2939453125
595,3982,8909,47.3371,2,43.5,2536.2099609375
596,4461,2344,78.4378,2,28.0,3952.2939453125
597,4461,2344,78.4378,2,31.49,1880.3829345703125
598,4744,5768,55.7841,2,18.99,3952.2939453125
599,4744,5768,55.7841,2,18.0,3952.2939453125
601,4744,5768,55.7841,2,66.5,3319.25732421875
602,4744,5768,55.7841,2,61.66,3319.25732421875
603,4744,5768,55.7841,2,46.0,3265.443359375
604,5383,165,342.6114,2,21.75,3952.2939453125
606,5639,2728,75.5348,2,43.6,3952.2939453125
607,5639,2728,75.5348,2,12.35,1594.7626953125
608,5639,2728,75.5348,2,39.99,1723.15380859375
609,5930,3175,67.9767,2,25.0,3952.2939453125
610,5930,3175,67.9767,2,75.5,2827.328857421875
611,5930,3175,67.9767,2,25.0,2610.936767578125
612,5930,3175,67.9767,2,0.5,208.60874938964844
613,5930,3175,67.9767,2,0.25,178.34735107421875
614,6293,6280,54.8952,2,20.0,3952.2939453125
615,6293,6280,54.8952,2,24.0,2237.136962890625
616,6293,6280,54.8952,2,89.69,3224.915283203125
617,6293,6280,54.8952,2,69.0,3319.25732421875
618,6353,9464,38.252,2,20.0,3952.2939453125
619,6353,9464,38.252,2,32.0,2536.2099609375
620,6353,9464,38.252,2,25.0,1678.650146484375
621,6353,9464,38.252,2,59.0,3286.935302734375
622,6353,9464,38.252,2,16.0,1960.164794921875
623,6353,9464,38.252,2,57.0,2890.941650390625
624,6353,9464,38.252,2,29.5,3902.647705078125
625,6546,8909,47.3371,2,22.0,3952.2939453125
626,6546,8909,47.3371,2,7.77,1253.1871337890625
627,6546,8909,47.3371,2,20.0,3928.8447265625
628,6546,8909,47.3371,2,8.0,1783.7979736328125
629,6546,8909,47.3371,2,0.25,189.78912353515625
630,6546,8909,47.3371,2,0.39,122.60388946533205
631,7148,5066,59.78,2,22.5,3952.2939453125
632,7148,5066,59.78,2,21.0,3522.783203125
633,7148,5066,59.78,2,19.9,1826.1949462890625
634,7148,5066,59.78,2,23.0,2135.942138671875
635,7148,5066,59.78,2,24.24,3785.8486328125
636,7148,5066,59.78,2,21.0,3785.8486328125
637,7148,5066,59.78,2,0.5,175.99288940429688
638,7815,5306,59.318,2,35.0,3952.2939453125
639,7815,5306,59.318,2,27.99,1678.650146484375
640,8075,8909,47.3371,2,37.0,3952.2939453125
641,8075,8909,47.3371,2,0.9,207.169189453125
642,8075,8909,47.3371,2,1.11,242.5331878662109
643,8408,9464,38.252,2,18.99,3952.2939453125
644,8408,9464,38.252,2,24.81,2466.96142578125
645,8408,9464,38.252,2,2.29,349.3555908203125
646,8408,9464,38.252,2,2.19,349.3555908203125
647,8408,9464,38.252,2,1.8,344.503173828125
648,8459,5306,59.318,2,24.8,3952.2939453125
649,8459,5306,59.318,2,28.5,3587.506103515625
650,8548,3256,67.3381,2,20.5,3952.2939453125
651,8548,3256,67.3381,2,26.5,2466.96142578125
652,8548,3256,67.3381,2,22.22,2945.892822265625
653,8897,6032,55.5599,2,21.5,3952.2939453125
654,8897,6032,55.5599,2,22.39,1541.914306640625
655,8897,6032,55.5599,2,6.0,730.3973388671875
656,9089,2775,72.5205,2,19.87,3952.2939453125
657,9089,2775,72.5205,2,1.75,377.2688598632813
658,9089,2775,72.5205,2,0.54,143.5439910888672
659,9089,2775,72.5205,2,0.52,143.5439910888672
660,9089,2775,72.5205,2,14.5,1935.60107421875
661,9089,2775,72.5205,2,3.25,357.4385070800781
662,9089,2775,72.5205,2,3.15,357.4385070800781
663,9089,2775,72.5205,2,0.59,164.39100646972656
664,9089,2775,72.5205,2,17.99,2460.67919921875
665,9089,2775,72.5205,2,23.0,1626.57568359375
666,9089,2775,72.5205,2,2.75,352.1832580566406
667,9089,2775,72.5205,2,0.6900000000000001,189.2369384765625
668,9731,7794,50.0555,2,21.49,3952.2939453125
669,9731,7794,50.0555,2,23.5,1791.7022705078125
670,9764,7545,50.9701,2,43.0,3952.2939453125
671,9764,7545,50.9701,2,42.0,2952.05615234375
672,9952,5066,59.78,2,67.5,3952.2939453125
674,441,1730,88.3685,2,19.2,2157.656982421875
675,441,1730,88.3685,2,18.5,2157.656982421875
676,441,1730,88.3685,2,21.97,1791.7022705078125
677,441,1730,88.3685,2,20.0,1772.1024169921875
678,441,1730,88.3685,2,46.46,2890.941650390625
679,441,1730,88.3685,2,18.0,2315.161865234375
680,441,1730,88.3685,2,0.0,1940.083984375
681,441,1730,88.3685,2,18.95,2146.6923828125
682,441,1730,88.3685,2,19.0,1895.5521240234373
683,509,3435,66.4299,2,21.0,2157.656982421875
684,509,3435,66.4299,2,23.0,2139.353271484375
685,509,3435,66.4299,2,19.95,2088.57373046875
686,509,3435,66.4299,2,18.5,1846.03369140625
687,620,3081,71.298,2,22.0,2157.656982421875
688,620,3081,71.298,2,47.0,3043.414306640625
689,620,3081,71.298,2,24.99,2299.187744140625
690,620,3081,71.298,2,19.99,1716.49462890625
691,620,3081,71.298,2,20.0,2088.57373046875
692,620,3081,71.298,2,50.0,2890.941650390625
693,827,2035,84.603,2,87.5,2157.656982421875
695,827,2035,84.603,2,18.0,1376.115478515625
696,855,5694,55.8448,2,28.0,2157.656982421875
697,855,5694,55.8448,2,24.99,1935.60107421875
698,855,5694,55.8448,2,74.8,3319.25732421875
700,1704,9464,38.252,2,21.97,2157.656982421875
701,1704,9464,38.252,2,2.5,371.0528259277344
702,1704,9464,38.252,2,17.0,3715.1484375
703,1704,9464,38.252,2,0.0,346.5220947265625
704,1704,9464,38.252,2,0.4,271.69500732421875
705,1704,9464,38.252,2,0.5,181.10972595214844
706,1979,2728,75.5348,2,60.0,2157.656982421875
708,2076,5395,58.8718,2,20.49,2157.656982421875
709,2076,5395,58.8718,2,1.94,377.2688598632813
710,2076,5395,58.8718,2,0.0,346.5220947265625
711,2076,5395,58.8718,2,84.4,3224.915283203125
712,2076,5395,58.8718,2,2.6,352.1832580566406
713,2076,5395,58.8718,2,1.1,205.3197479248047
714,2076,5395,58.8718,2,1.99,321.1163024902344
715,2146,4632,62.3671,2,75.0,2157.656982421875
716,2381,9127,45.8101,2,35.0,2157.656982421875
717,2381,9127,45.8101,2,29.5,1723.15380859375
718,2381,9127,45.8101,2,19.5,1937.44921875
719,2458,8909,47.3371,2,19.0,2157.656982421875
720,2458,8909,47.3371,2,12.65,1919.5340576171875
724,2458,8909,47.3371,2,9.5,1960.164794921875
725,2458,8909,47.3371,2,21.99,2435.10498046875
726,3385,5694,55.8448,2,24.0,2157.656982421875
727,3497,9464,38.252,2,19.97,2157.656982421875
728,3497,9464,38.252,2,0.46,172.65321350097656
729,3497,9464,38.252,2,23.3,2139.353271484375
730,3497,9464,38.252,2,66.0,3319.25732421875
731,3497,9464,38.252,2,5.5,359.75738525390625
732,3497,9464,38.252,2,5.3,359.75738525390625
733,3498,3081,71.298,2,21.67,2157.656982421875
734,3498,3081,71.298,2,0.45,172.65321350097656
735,3498,3081,71.298,2,15.48,1977.27685546875
736,3498,3081,71.298,2,13.0,1960.164794921875
737,3498,3081,71.298,2,9.0,1805.0841064453125
738,3572,2665,76.6857,2,24.75,2157.656982421875
739,3572,2665,76.6857,2,15.7,1919.5340576171875
740,3572,2665,76.6857,2,5.68,1253.1871337890625
741,3572,2665,76.6857,2,23.55,1806.9718017578125
742,3572,2665,76.6857,2,3.45,349.3555908203125
743,3572,2665,76.6857,2,0.8,195.62266540527344
744,3572,2665,76.6857,2,0.96,391.1204528808594
745,3661,184,335.0533,2,60.0,2157.656982421875
746,3661,184,335.0533,2,36.0,1919.5340576171875
747,3661,184,335.0533,2,11.0,364.8392028808594
748,3661,184,335.0533,2,72.5,2502.349609375
749,3661,184,335.0533,2,25.0,1805.0841064453125
750,3661,184,335.0533,2,62.0,2662.865234375
751,3676,7304,51.8542,2,22.5,2157.656982421875
752,3676,7304,51.8542,2,2.29,349.3555908203125
753,3676,7304,51.8542,2,2.19,349.3555908203125
754,3676,7304,51.8542,2,3.49,352.1832580566406
755,3676,7304,51.8542,2,1.8,344.503173828125
756,4152,3353,66.8761,2,22.0,2157.656982421875
757,4152,3353,66.8761,2,20.0,1575.8531494140625
758,4152,3353,66.8761,2,1.3,202.370346069336
